Date,Day,Meal_Type,Dish_Name,Servings,Student_Count,Event_Flag,Vacation_Flag,Total_Eaters
2022-10-03,Monday,Lunch,Khichdi,2764,4822,1,0,5920
2022-10-03,Monday,Lunch,Rasam,571,4822,1,0,5920
2022-10-03,Monday,Snacks,Chevdo,4590,4822,1,0,4612
2022-10-03,Monday,Snacks,Papad,1415,4822,1,0,4612
2022-10-03,Monday,Dinner,Kuzhambu,474,4822,1,0,5362
2022-10-03,Monday,Dinner,Khichdi,530,4822,1,0,5362
2022-10-03,Monday,Dinner,Rajma,2807,4822,1,0,5362
2022-10-03,Monday,Dinner,Aloo Gobi,2202,4822,1,0,5362
2022-10-03,Monday,Dinner,Veg Biryani,3357,4822,1,0,5362
2022-10-03,Monday,Dinner,Turiya Patra Vatana Sabji,467,4822,1,0,5362
2022-10-03,Monday,Dinner,Chana Masala,2911,4822,1,0,5362
2022-10-04,Tuesday,Breakfast,Dibba Rotti,192,2953,0,0,1762
2022-10-04,Tuesday,Breakfast,Paniyaram,161,2953,0,0,1762
2022-10-04,Tuesday,Breakfast,Sevai,145,2953,0,0,1762
2022-10-04,Tuesday,Breakfast,Akki Rotti,2793,2953,0,0,1762
2022-10-04,Tuesday,Breakfast,Masala Dosa,150,2953,0,0,1762
2022-10-04,Tuesday,Breakfast,Ragi Dosa,144,2953,0,0,1762
2022-10-04,Tuesday,Breakfast,Hurum,171,2953,0,0,1762
2022-10-04,Tuesday,Breakfast,Chole Bhature,201,2953,0,0,1762
2022-10-04,Tuesday,Lunch,Kadai Paneer,659,2953,0,0,2580
2022-10-04,Tuesday,Lunch,Green Salad,902,2953,0,0,2580
2022-10-04,Tuesday,Lunch,Chapati,1276,2953,0,0,2580
2022-10-04,Tuesday,Lunch,Baingan Bharta,1864,2953,0,0,2580
2022-10-04,Tuesday,Lunch,Bhindi Masala,1605,2953,0,0,2580
2022-10-04,Tuesday,Lunch,Methi Saag,521,2953,0,0,2580
2022-10-04,Tuesday,Lunch,Undhiyu,287,2953,0,0,2580
2022-10-04,Tuesday,Lunch,Koottu,581,2953,0,0,2580
2022-10-04,Tuesday,Snacks,Milk,3187,2953,0,0,2258
2022-10-04,Tuesday,Dinner,Shahi Paneer,219,2953,0,0,2016
2022-10-04,Tuesday,Dinner,Poriyal,222,2953,0,0,2016
2022-10-04,Tuesday,Dinner,Palak Paneer,2781,2953,0,0,2016
2022-10-04,Tuesday,Dinner,Aloo Phalliyaan,977,2953,0,0,2016
2022-10-04,Tuesday,Dinner,Matar Paneer,218,2953,0,0,2016
2022-10-04,Tuesday,Dinner,Kadhi Pakoda,238,2953,0,0,2016
2022-10-05,Wednesday,Breakfast,Uttapam,294,4059,1,0,3251
2022-10-05,Wednesday,Breakfast,Paniyaram,311,4059,1,0,3251
2022-10-05,Wednesday,Breakfast,Dibba Rotti,387,4059,1,0,3251
2022-10-05,Wednesday,Breakfast,Set Dosa,300,4059,1,0,3251
2022-10-05,Wednesday,Breakfast,Aloo Paratha,5915,4059,1,0,3251
2022-10-05,Wednesday,Breakfast,Puri Bhaji,321,4059,1,0,3251
2022-10-05,Wednesday,Breakfast,Vegetable Sandwich,298,4059,1,0,3251
2022-10-05,Wednesday,Lunch,Dalithoy,1746,4059,1,0,4565
2022-10-05,Wednesday,Lunch,Rasam,529,4059,1,0,4565
2022-10-05,Wednesday,Lunch,Lauki ke Kofte,3643,4059,1,0,4565
2022-10-05,Wednesday,Lunch,Shahi Paneer,523,4059,1,0,4565
2022-10-05,Wednesday,Lunch,Poriyal,582,4059,1,0,4565
2022-10-05,Wednesday,Lunch,Kaara Kozhambu,1226,4059,1,0,4565
2022-10-05,Wednesday,Lunch,Aloo Shimla Mirch,5086,4059,1,0,4565
2022-10-05,Wednesday,Lunch,Mishti Chholar Dal,712,4059,1,0,4565
2022-10-05,Wednesday,Snacks,Samosa,2467,4059,1,0,3435
2022-10-05,Wednesday,Snacks,Spring Rolls,2150,4059,1,0,3435
2022-10-05,Wednesday,Dinner,Aloo Matar,2002,4059,1,0,3085
2022-10-05,Wednesday,Dinner,Fruit Custard,366,4059,1,0,3085
2022-10-05,Wednesday,Dinner,Jeera Rice,366,4059,1,0,3085
2022-10-05,Wednesday,Dinner,Mixed Veg Curry,345,4059,1,0,3085
2022-10-05,Wednesday,Dinner,Aloo Gobi,2508,4059,1,0,3085
2022-10-05,Wednesday,Dinner,Sambar,3510,4059,1,0,3085
2022-10-06,Thursday,Breakfast,Dosa,3552,4289,1,0,2775
2022-10-06,Thursday,Breakfast,Ragi Dosa,279,4289,1,0,2775
2022-10-06,Thursday,Breakfast,Rava Idli,278,4289,1,0,2775
2022-10-06,Thursday,Breakfast,Set Dosa,273,4289,1,0,2775
2022-10-06,Thursday,Breakfast,Chole Bhature,455,4289,1,0,2775
2022-10-06,Thursday,Breakfast,Uttapam,267,4289,1,0,2775
2022-10-06,Thursday,Breakfast,Wheat Upma,259,4289,1,0,2775
2022-10-06,Thursday,Lunch,Baingan Bharta,2288,4289,1,0,4084
2022-10-06,Thursday,Lunch,Mishti Chholar Dal,536,4289,1,0,4084
2022-10-06,Thursday,Lunch,Olan,526,4289,1,0,4084
2022-10-06,Thursday,Lunch,Kaara Kozhambu,617,4289,1,0,4084
2022-10-06,Thursday,Lunch,Aloo Matar,5045,4289,1,0,4084
2022-10-06,Thursday,Lunch,Batata Saung,2214,4289,1,0,4084
2022-10-06,Thursday,Snacks,Bread Pakoda,3358,4289,1,0,3207
2022-10-06,Thursday,Snacks,Shankarpali,1002,4289,1,0,3207
2022-10-06,Thursday,Dinner,Khoya Paneer,367,4289,1,0,3106
2022-10-06,Thursday,Dinner,Mag Dhokli,348,4289,1,0,3106
2022-10-06,Thursday,Dinner,Turiya Patra Vatana Sabji,312,4289,1,0,3106
2022-10-06,Thursday,Dinner,Daal Dhokli,475,4289,1,0,3106
2022-10-06,Thursday,Dinner,Rajma,6702,4289,1,0,3106
2022-10-06,Thursday,Dinner,Kadhi Pakoda,380,4289,1,0,3106
2022-10-06,Thursday,Dinner,Koottu,351,4289,1,0,3106
2022-10-07,Friday,Breakfast,Poori,213,3814,0,0,2214
2022-10-07,Friday,Breakfast,Kumol Sawul,225,3814,0,0,2214
2022-10-07,Friday,Breakfast,Akki Rotti,3129,3814,0,0,2214
2022-10-07,Friday,Breakfast,Set Dosa,210,3814,0,0,2214
2022-10-07,Friday,Breakfast,Sabudana Khichadi,209,3814,0,0,2214
2022-10-07,Friday,Breakfast,Dibba Rotti,272,3814,0,0,2214
2022-10-07,Friday,Breakfast,Pongal,215,3814,0,0,2214
2022-10-07,Friday,Lunch,Curd Rice,365,3814,0,0,3103
2022-10-07,Friday,Lunch,Gobhi Matar,319,3814,0,0,3103
2022-10-07,Friday,Lunch,Dal Tadka,5289,3814,0,0,3103
2022-10-07,Friday,Lunch,Ennai Kathirikkai,336,3814,0,0,3103
2022-10-07,Friday,Lunch,Kadai Paneer,296,3814,0,0,3103
2022-10-07,Friday,Lunch,Shahi Paneer,266,3814,0,0,3103
2022-10-07,Friday,Lunch,Chaulai Saag,496,3814,0,0,3103
2022-10-07,Friday,Lunch,Baingan Bharta,941,3814,0,0,3103
2022-10-07,Friday,Snacks,Lilva Kachori,2061,3814,0,0,2523
2022-10-07,Friday,Snacks,Maggi,1865,3814,0,0,2523
2022-10-07,Friday,Dinner,Chapati,559,3814,0,0,2942
2022-10-07,Friday,Dinner,Dum Aloo,474,3814,0,0,2942
2022-10-07,Friday,Dinner,Fruit Custard,455,3814,0,0,2942
2022-10-07,Friday,Dinner,Kadhi Pakoda,429,3814,0,0,2942
2022-10-07,Friday,Dinner,Palak Paneer,6536,3814,0,0,2942
2022-10-08,Saturday,Breakfast,Hando Guri,208,3395,0,0,1836
2022-10-08,Saturday,Breakfast,Vegetable Sandwich,196,3395,0,0,1836
2022-10-08,Saturday,Breakfast,Thepla,192,3395,0,0,1836
2022-10-08,Saturday,Breakfast,Rava Idli,191,3395,0,0,1836
2022-10-08,Saturday,Breakfast,Aloo Paratha,2608,3395,0,0,1836
2022-10-08,Saturday,Breakfast,Cheera Doi,240,3395,0,0,1836
2022-10-08,Saturday,Lunch,Dal Tadka,5969,3395,0,0,2870
2022-10-08,Saturday,Lunch,Kos Kootu,322,3395,0,0,2870
2022-10-08,Saturday,Lunch,Karela Bharta,1662,3395,0,0,2870
2022-10-08,Saturday,Lunch,Masoor Dal,303,3395,0,0,2870
2022-10-08,Saturday,Lunch,Chaulai Saag,467,3395,0,0,2870
2022-10-08,Saturday,Lunch,Jeera Rice,324,3395,0,0,2870
2022-10-08,Saturday,Lunch,Gatte ki Sabzi,350,3395,0,0,2870
2022-10-08,Saturday,Snacks,Chakri,3973,3395,0,0,2666
2022-10-08,Saturday,Dinner,Chana Masala,4325,3395,0,0,2563
2022-10-08,Saturday,Dinner,Aloo Shimla Mirch,1411,3395,0,0,2563
2022-10-08,Saturday,Dinner,Jeera Aloo,359,3395,0,0,2563
2022-10-08,Saturday,Dinner,Navrattan Korma,339,3395,0,0,2563
2022-10-08,Saturday,Dinner,Koottu,354,3395,0,0,2563
2022-10-09,Sunday,Breakfast,Rava Dosa,265,3682,0,0,2413
2022-10-09,Sunday,Breakfast,Aloo Paratha,4492,3682,0,0,2413
2022-10-09,Sunday,Breakfast,Paniyaram,264,3682,0,0,2413
2022-10-09,Sunday,Breakfast,Set Dosa,264,3682,0,0,2413
2022-10-09,Sunday,Breakfast,Hando Guri,296,3682,0,0,2413
2022-10-09,Sunday,Breakfast,Paratha,262,3682,0,0,2413
2022-10-09,Sunday,Lunch,Lauki ke Kofte,1256,3682,0,0,3148
2022-10-09,Sunday,Lunch,Mushroom Do Pyaza,268,3682,0,0,3148
2022-10-09,Sunday,Lunch,Dalithoy,372,3682,0,0,3148
2022-10-09,Sunday,Lunch,Chana Masala,6062,3682,0,0,3148
2022-10-09,Sunday,Lunch,Jalfrezi,310,3682,0,0,3148
2022-10-09,Sunday,Lunch,Gatte ki Sabzi,317,3682,0,0,3148
2022-10-09,Sunday,Lunch,Keerai Koottu,289,3682,0,0,3148
2022-10-09,Sunday,Lunch,Chaulai Saag,599,3682,0,0,3148
2022-10-09,Sunday,Lunch,Jeera Aloo,324,3682,0,0,3148
2022-10-09,Sunday,Snacks,Sandige,3630,3682,0,0,2644
2022-10-09,Sunday,Dinner,Gobhi Matar,909,3682,0,0,2760
2022-10-09,Sunday,Dinner,Kheer,641,3682,0,0,2760
2022-10-09,Sunday,Dinner,Aloo Shimla Mirch,3166,3682,0,0,2760
2022-10-09,Sunday,Dinner,Gatte ki Sabzi,951,3682,0,0,2760
2022-10-09,Sunday,Dinner,Green Salad,879,3682,0,0,2760
2022-10-09,Sunday,Dinner,Mix Veg Curry,427,3682,0,0,2760
2022-10-09,Sunday,Dinner,Mushroom Do Pyaza,453,3682,0,0,2760
2022-10-10,Monday,Breakfast,Dosa,1639,3797,0,0,2272
2022-10-10,Monday,Breakfast,Paratha,278,3797,0,0,2272
2022-10-10,Monday,Breakfast,Kumol Sawul,286,3797,0,0,2272
2022-10-10,Monday,Breakfast,Poha,277,3797,0,0,2272
2022-10-10,Monday,Breakfast,Akki Rotti,2169,3797,0,0,2272
2022-10-10,Monday,Lunch,Bhindi Masala,1900,3797,0,0,2995
2022-10-10,Monday,Lunch,Kos Kootu,838,3797,0,0,2995
2022-10-10,Monday,Lunch,Jeera Rice,1009,3797,0,0,2995
2022-10-10,Monday,Lunch,Gobhi Matar,1147,3797,0,0,2995
2022-10-10,Monday,Lunch,Mag Dhokli,825,3797,0,0,2995
2022-10-10,Monday,Lunch,Mishti Chholar Dal,706,3797,0,0,2995
2022-10-10,Monday,Lunch,Gatte ki Sabzi,1163,3797,0,0,2995
2022-10-10,Monday,Lunch,Kaara Kozhambu,1134,3797,0,0,2995
2022-10-10,Monday,Lunch,Turiya Patra Vatana Sabji,444,3797,0,0,2995
2022-10-10,Monday,Snacks,Pav Bhaji,5166,3797,0,0,2874
2022-10-10,Monday,Dinner,Poriyal,336,3797,0,0,2931
2022-10-10,Monday,Dinner,Jalfrezi,375,3797,0,0,2931
2022-10-10,Monday,Dinner,Khoya Paneer,362,3797,0,0,2931
2022-10-10,Monday,Dinner,Chana Masala,5669,3797,0,0,2931
2022-10-10,Monday,Dinner,Kadai Paneer,360,3797,0,0,2931
2022-10-10,Monday,Dinner,Kheer,366,3797,0,0,2931
2022-10-11,Tuesday,Breakfast,Bora Sawul,2459,5071,1,0,3598
2022-10-11,Tuesday,Breakfast,Paniyaram,712,5071,1,0,3598
2022-10-11,Tuesday,Breakfast,Hando Guri,1446,5071,1,0,3598
2022-10-11,Tuesday,Breakfast,Ragi Dosa,634,5071,1,0,3598
2022-10-11,Tuesday,Breakfast,Uttapam,578,5071,1,0,3598
2022-10-11,Tuesday,Breakfast,Paratha,723,5071,1,0,3598
2022-10-11,Tuesday,Breakfast,Masala Dosa,972,5071,1,0,3598
2022-10-11,Tuesday,Lunch,Mushroom Do Pyaza,1159,5071,1,0,4879
2022-10-11,Tuesday,Lunch,Fruit Custard,1918,5071,1,0,4879
2022-10-11,Tuesday,Lunch,Lauki ke Kofte,4446,5071,1,0,4879
2022-10-11,Tuesday,Lunch,Pachadi,1055,5071,1,0,4879
2022-10-11,Tuesday,Lunch,Dalithoy,2048,5071,1,0,4879
2022-10-11,Tuesday,Lunch,Mag Dhokli,1267,5071,1,0,4879
2022-10-11,Tuesday,Lunch,Jeera Rice,1745,5071,1,0,4879
2022-10-11,Tuesday,Lunch,Shukto,691,5071,1,0,4879
2022-10-11,Tuesday,Snacks,Kodubale,3621,5071,1,0,4264
2022-10-11,Tuesday,Snacks,Khakhra,3887,5071,1,0,4264
2022-10-11,Tuesday,Dinner,Shukto,478,5071,1,0,4451
2022-10-11,Tuesday,Dinner,Kheer,521,5071,1,0,4451
2022-10-11,Tuesday,Dinner,Jeera Aloo,510,5071,1,0,4451
2022-10-11,Tuesday,Dinner,Green Salad,535,5071,1,0,4451
2022-10-11,Tuesday,Dinner,Paneer Butter Masala,7805,5071,1,0,4451
2022-10-11,Tuesday,Dinner,Navrattan Korma,474,5071,1,0,4451
2022-10-12,Wednesday,Breakfast,Hurum,428,4526,1,0,3294
2022-10-12,Wednesday,Breakfast,Upma,359,4526,1,0,3294
2022-10-12,Wednesday,Breakfast,Ragi Dosa,359,4526,1,0,3294
2022-10-12,Wednesday,Breakfast,Akki Rotti,4954,4526,1,0,3294
2022-10-12,Wednesday,Breakfast,Puri Bhaji,367,4526,1,0,3294
2022-10-12,Wednesday,Breakfast,Masala Dosa,391,4526,1,0,3294
2022-10-12,Wednesday,Lunch,Curd Rice,475,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Rajma,5103,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Poriyal,349,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Aloo Matar,2491,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Bhindi Masala,927,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Jeera Aloo,390,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Batata Saung,1035,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Masoor Dal,349,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Chaulai Saag,503,4526,1,0,5133
2022-10-12,Wednesday,Lunch,Karela Bharta,1710,4526,1,0,5133
2022-10-12,Wednesday,Snacks,Kuzhakkattai,3260,4526,1,0,3857
2022-10-12,Wednesday,Snacks,Tea,1649,4526,1,0,3857
2022-10-12,Wednesday,Dinner,Rajma,3914,4526,1,0,4053
2022-10-12,Wednesday,Dinner,Paneer Butter Masala,5765,4526,1,0,4053
2022-10-12,Wednesday,Dinner,Gatte ki Sabzi,471,4526,1,0,4053
2022-10-12,Wednesday,Dinner,Avial,758,4526,1,0,4053
2022-10-12,Wednesday,Dinner,Lauki ke Kofte,719,4526,1,0,4053
2022-10-12,Wednesday,Dinner,Kuzhambu,439,4526,1,0,4053
2022-10-13,Thursday,Breakfast,Wheat Upma,491,4995,1,0,2745
2022-10-13,Thursday,Breakfast,Dibba Rotti,1594,4995,1,0,2745
2022-10-13,Thursday,Breakfast,Uttapam,593,4995,1,0,2745
2022-10-13,Thursday,Breakfast,Thepla,614,4995,1,0,2745
2022-10-13,Thursday,Breakfast,Chole Bhature,1848,4995,1,0,2745
2022-10-13,Thursday,Lunch,Turiya Patra Vatana Sabji,412,4995,1,0,5149
2022-10-13,Thursday,Lunch,Sambar,8897,4995,1,0,5149
2022-10-13,Thursday,Lunch,Dal Makhani,747,4995,1,0,5149
2022-10-13,Thursday,Lunch,Aloo Shimla Mirch,2860,4995,1,0,5149
2022-10-13,Thursday,Lunch,Daal Dhokli,808,4995,1,0,5149
2022-10-13,Thursday,Lunch,Kadai Paneer,517,4995,1,0,5149
2022-10-13,Thursday,Lunch,Pachadi,437,4995,1,0,5149
2022-10-13,Thursday,Lunch,Pav Bhaji,411,4995,1,0,5149
2022-10-13,Thursday,Lunch,Baingan Bharta,2117,4995,1,0,5149
2022-10-13,Thursday,Snacks,Sev Tameta,6938,4995,1,0,4741
2022-10-13,Thursday,Dinner,Gobhi Matar,568,4995,1,0,3663
2022-10-13,Thursday,Dinner,Chana Masala,7426,4995,1,0,3663
2022-10-13,Thursday,Dinner,Lobiya,511,4995,1,0,3663
2022-10-13,Thursday,Dinner,Kadai Paneer,541,4995,1,0,3663
2022-10-13,Thursday,Dinner,Chaulai Saag,690,4995,1,0,3663
2022-10-14,Friday,Breakfast,Set Dosa,332,3852,1,0,3025
2022-10-14,Friday,Breakfast,Appam,2244,3852,1,0,3025
2022-10-14,Friday,Breakfast,Paratha,389,3852,1,0,3025
2022-10-14,Friday,Breakfast,Chole Bhature,1293,3852,1,0,3025
2022-10-14,Friday,Breakfast,Masala Dosa,470,3852,1,0,3025
2022-10-14,Friday,Breakfast,Poha,384,3852,1,0,3025
2022-10-14,Friday,Breakfast,Wheat Upma,298,3852,1,0,3025
2022-10-14,Friday,Breakfast,Vegetable Sandwich,289,3852,1,0,3025
2022-10-14,Friday,Lunch,Matar Paneer,340,3852,1,0,4069
2022-10-14,Friday,Lunch,Veg Biryani,6131,3852,1,0,4069
2022-10-14,Friday,Lunch,Palak Paneer,5418,3852,1,0,4069
2022-10-14,Friday,Lunch,Curd Rice,435,3852,1,0,4069
2022-10-14,Friday,Lunch,Chapati,442,3852,1,0,4069
2022-10-14,Friday,Lunch,Mixed Veg Curry,336,3852,1,0,4069
2022-10-14,Friday,Lunch,Rasam,328,3852,1,0,4069
2022-10-14,Friday,Lunch,Navrattan Korma,333,3852,1,0,4069
2022-10-14,Friday,Snacks,Chaat,3319,3852,1,0,2764
2022-10-14,Friday,Snacks,Thattai,829,3852,1,0,2764
2022-10-14,Friday,Dinner,Undhiyu,303,3852,1,0,2966
2022-10-14,Friday,Dinner,Rasam,312,3852,1,0,2966
2022-10-14,Friday,Dinner,Mixed Veg Curry,377,3852,1,0,2966
2022-10-14,Friday,Dinner,Batata Saung,1690,3852,1,0,2966
2022-10-14,Friday,Dinner,Avial,1850,3852,1,0,2966
2022-10-14,Friday,Dinner,Baingan Bharta,1763,3852,1,0,2966
2022-10-14,Friday,Dinner,Chapati,1235,3852,1,0,2966
2022-10-14,Friday,Dinner,Koottu,461,3852,1,0,2966
2022-10-15,Saturday,Breakfast,Paratha,342,3086,0,0,1713
2022-10-15,Saturday,Breakfast,Bora Sawul,1229,3086,0,0,1713
2022-10-15,Saturday,Breakfast,Sabudana Khichadi,294,3086,0,0,1713
2022-10-15,Saturday,Breakfast,Uttapam,291,3086,0,0,1713
2022-10-15,Saturday,Breakfast,Kumol Sawul,571,3086,0,0,1713
2022-10-15,Saturday,Breakfast,Rava Idli,268,3086,0,0,1713
2022-10-15,Saturday,Breakfast,Cheera Doi,1018,3086,0,0,1713
2022-10-15,Saturday,Lunch,Batata Saung,407,3086,0,0,2478
2022-10-15,Saturday,Lunch,Keerai Koottu,192,3086,0,0,2478
2022-10-15,Saturday,Lunch,Mag Dhokli,191,3086,0,0,2478
2022-10-15,Saturday,Lunch,Matar Paneer,190,3086,0,0,2478
2022-10-15,Saturday,Lunch,Chana Masala,2483,3086,0,0,2478
2022-10-15,Saturday,Lunch,Dal Tadka,2760,3086,0,0,2478
2022-10-15,Saturday,Lunch,Shukto,180,3086,0,0,2478
2022-10-15,Saturday,Lunch,Koottu,186,3086,0,0,2478
2022-10-15,Saturday,Lunch,Poriyal,180,3086,0,0,2478
2022-10-15,Saturday,Snacks,Sev Tameta,3323,3086,0,0,2237
2022-10-15,Saturday,Dinner,Kadai Paneer,266,3086,0,0,2700
2022-10-15,Saturday,Dinner,Olan,236,3086,0,0,2700
2022-10-15,Saturday,Dinner,Mixed Veg Curry,239,3086,0,0,2700
2022-10-15,Saturday,Dinner,Koottu,253,3086,0,0,2700
2022-10-15,Saturday,Dinner,Jeera Rice,262,3086,0,0,2700
2022-10-15,Saturday,Dinner,Dalithoy,300,3086,0,0,2700
2022-10-15,Saturday,Dinner,Veg Kolhapuri,226,3086,0,0,2700
2022-10-15,Saturday,Dinner,Paneer Butter Masala,6171,3086,0,0,2700
2022-10-16,Sunday,Breakfast,Upma,246,3312,0,0,2007
2022-10-16,Sunday,Breakfast,Aloo Paratha,3058,3312,0,0,2007
2022-10-16,Sunday,Breakfast,Bora Sawul,332,3312,0,0,2007
2022-10-16,Sunday,Breakfast,Uttapam,252,3312,0,0,2007
2022-10-16,Sunday,Breakfast,Rava Dosa,255,3312,0,0,2007
2022-10-16,Sunday,Lunch,Daal Dhokli,1138,3312,0,0,2925
2022-10-16,Sunday,Lunch,Mix Veg Curry,451,3312,0,0,2925
2022-10-16,Sunday,Lunch,Aloo Phalliyaan,3508,3312,0,0,2925
2022-10-16,Sunday,Lunch,Dum Aloo,1020,3312,0,0,2925
2022-10-16,Sunday,Lunch,Khoya Paneer,681,3312,0,0,2925
2022-10-16,Sunday,Lunch,Kaara Kozhambu,758,3312,0,0,2925
2022-10-16,Sunday,Lunch,Gobhi Matar,923,3312,0,0,2925
2022-10-16,Sunday,Lunch,Kadhi Pakoda,704,3312,0,0,2925
2022-10-16,Sunday,Lunch,Theeyal,300,3312,0,0,2925
2022-10-16,Sunday,Snacks,Kachori,2351,3312,0,0,2415
2022-10-16,Sunday,Snacks,Milk,1390,3312,0,0,2415
2022-10-16,Sunday,Dinner,Paneer Butter Masala,4263,3312,0,0,2629
2022-10-16,Sunday,Dinner,Matar Paneer,212,3312,0,0,2629
2022-10-16,Sunday,Dinner,Bhindi Masala,460,3312,0,0,2629
2022-10-16,Sunday,Dinner,Jeera Rice,212,3312,0,0,2629
2022-10-16,Sunday,Dinner,Khichdi,504,3312,0,0,2629
2022-10-16,Sunday,Dinner,Lobiya,200,3312,0,0,2629
2022-10-16,Sunday,Dinner,Undhiyu,190,3312,0,0,2629
2022-10-16,Sunday,Dinner,Mix Veg Curry,203,3312,0,0,2629
2022-10-16,Sunday,Dinner,Aloo Tuk,808,3312,0,0,2629
2022-10-17,Monday,Breakfast,Sabudana Khichadi,167,3179,0,0,1936
2022-10-17,Monday,Breakfast,Paniyaram,171,3179,0,0,1936
2022-10-17,Monday,Breakfast,Neer Dosa,172,3179,0,0,1936
2022-10-17,Monday,Breakfast,Idli,2949,3179,0,0,1936
2022-10-17,Monday,Breakfast,Vegetable Sandwich,174,3179,0,0,1936
2022-10-17,Monday,Breakfast,Chole Bhature,349,3179,0,0,1936
2022-10-17,Monday,Breakfast,Bora Sawul,514,3179,0,0,1936
2022-10-17,Monday,Breakfast,Puri Bhaji,173,3179,0,0,1936
2022-10-17,Monday,Lunch,Karela Bharta,2067,3179,0,0,2680
2022-10-17,Monday,Lunch,Theeyal,279,3179,0,0,2680
2022-10-17,Monday,Lunch,Dal Makhani,720,3179,0,0,2680
2022-10-17,Monday,Lunch,Dum Aloo,622,3179,0,0,2680
2022-10-17,Monday,Lunch,Kadhi Pakoda,388,3179,0,0,2680
2022-10-17,Monday,Lunch,Aloo Matar,3750,3179,0,0,2680
2022-10-17,Monday,Lunch,Mix Veg Curry,322,3179,0,0,2680
2022-10-17,Monday,Snacks,Bonda,4523,3179,0,0,2580
2022-10-17,Monday,Dinner,Rasam,288,3179,0,0,2679
2022-10-17,Monday,Dinner,Methi Saag,436,3179,0,0,2679
2022-10-17,Monday,Dinner,Aloo Tuk,2228,3179,0,0,2679
2022-10-17,Monday,Dinner,Matar Paneer,440,3179,0,0,2679
2022-10-17,Monday,Dinner,Kofta,524,3179,0,0,2679
2022-10-17,Monday,Dinner,Baingan Bharta,1872,3179,0,0,2679
2022-10-17,Monday,Dinner,Dal Makhani,1034,3179,0,0,2679
2022-10-17,Monday,Dinner,Shukto,265,3179,0,0,2679
2022-10-17,Monday,Dinner,Gatte ki Sabzi,822,3179,0,0,2679
2022-10-18,Tuesday,Breakfast,Idli,1727,3617,0,0,2208
2022-10-18,Tuesday,Breakfast,Sabudana Khichadi,273,3617,0,0,2208
2022-10-18,Tuesday,Breakfast,Akki Rotti,1944,3617,0,0,2208
2022-10-18,Tuesday,Breakfast,Oondees,270,3617,0,0,2208
2022-10-18,Tuesday,Breakfast,Puri Bhaji,277,3617,0,0,2208
2022-10-18,Tuesday,Lunch,Ennai Kathirikkai,421,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Sambar,5871,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Kadai Paneer,273,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Dum Aloo,364,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Matar Paneer,250,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Mag Dhokli,263,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Aloo Tuk,1460,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Jeera Rice,286,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Mushroom Do Pyaza,235,3617,0,0,2911
2022-10-18,Tuesday,Lunch,Keerai Koottu,285,3617,0,0,2911
2022-10-18,Tuesday,Snacks,Coffee,2260,3617,0,0,2538
2022-10-18,Tuesday,Snacks,Dhokla,1696,3617,0,0,2538
2022-10-18,Tuesday,Dinner,Green Salad,224,3617,0,0,2318
2022-10-18,Tuesday,Dinner,Aloo Gobi,1366,3617,0,0,2318
2022-10-18,Tuesday,Dinner,Kofta,229,3617,0,0,2318
2022-10-18,Tuesday,Dinner,Koottu,217,3617,0,0,2318
2022-10-18,Tuesday,Dinner,Chana Masala,2039,3617,0,0,2318
2022-10-18,Tuesday,Dinner,Rajma,1845,3617,0,0,2318
2022-10-18,Tuesday,Dinner,Mix Veg Curry,217,3617,0,0,2318
2022-10-19,Wednesday,Breakfast,Puri Bhaji,401,3517,0,0,1706
2022-10-19,Wednesday,Breakfast,Ragi Dosa,356,3517,0,0,1706
2022-10-19,Wednesday,Breakfast,Hando Guri,748,3517,0,0,1706
2022-10-19,Wednesday,Breakfast,Poori,378,3517,0,0,1706
2022-10-19,Wednesday,Breakfast,Rava Idli,393,3517,0,0,1706
2022-10-19,Wednesday,Breakfast,Poha,398,3517,0,0,1706
2022-10-19,Wednesday,Breakfast,Cheera Doi,972,3517,0,0,1706
2022-10-19,Wednesday,Lunch,Aloo Gobi,2412,3517,0,0,2982
2022-10-19,Wednesday,Lunch,Mishti Chholar Dal,282,3517,0,0,2982
2022-10-19,Wednesday,Lunch,Shukto,272,3517,0,0,2982
2022-10-19,Wednesday,Lunch,Lauki ke Kofte,892,3517,0,0,2982
2022-10-19,Wednesday,Lunch,Rasam,283,3517,0,0,2982
2022-10-19,Wednesday,Lunch,Sambar,3365,3517,0,0,2982
2022-10-19,Wednesday,Lunch,Khoya Paneer,300,3517,0,0,2982
