Date,Student_Count,Event_Flag,Vacation_Flag,Breakfast,Dinner,Lunch,Snacks,Total_Daily_Servings,Cluster,PCA1,PCA2
2022-10-07,3814,0,0,4473,8453,8308,3926,25160,3,0.6010565882558321,-0.309893417801372
2022-10-08,3395,0,0,3635,6788,9397,3973,23793,0,0.011291337729430842,-0.29590996047241613
2022-10-09,3682,0,0,5843,7426,9797,3630,26696,3,0.9038954453175608,0.5008611901850777
2022-10-10,3797,0,0,4649,7468,9166,5166,26449,3,1.0249915955868076,0.08355266784602086
2022-10-11,5071,1,0,7524,10323,14329,7508,39684,1,4.841860240112314,0.5675872360105984
2022-10-12,4526,1,0,6858,12066,13332,4909,37165,1,3.6712090088070446,-0.35286813436478964
2022-10-13,4995,1,0,5140,9736,17206,6938,39020,1,4.274694001497552,-0.5357466432620023
2022-10-14,3852,1,0,5699,7991,13763,4148,31601,3,1.9532667118833673,0.1369626162349318
2022-10-15,3086,0,0,4013,7953,6769,3323,22058,0,-0.4683647130288305,-0.36756179853483884
2022-10-16,3312,0,0,4143,7052,9483,3741,24419,0,0.11835935749682085,-0.1573407306828979
2022-10-17,3179,0,0,4669,7909,8148,4523,25249,0,0.43228939339065814,-0.03508231243851487
2022-10-18,3617,0,0,4491,6137,9708,3956,24292,0,0.2859737282745781,0.2590086011941369
2022-10-19,3517,0,0,3646,6684,7806,3635,21771,0,-0.35569761600430727,-0.2102618060169052
2022-10-20,3311,0,0,3229,5535,8906,3414,21084,0,-0.7010362505761176,-0.15950764508005313
2022-10-21,4073,0,0,6357,8095,10147,3895,28494,3,1.5383554336924818,0.563199851751031
2022-10-22,4152,0,0,6412,9199,12495,5065,33171,1,2.657460807008727,0.26331982602005766
2022-10-23,4197,0,0,4704,6701,10430,4378,26213,3,1.0152976938704057,0.2094502060806751
2022-10-24,1126,0,1,831,1417,2225,787,5260,2,-5.433560077235941,-0.04917178212931478
2022-10-25,2946,0,0,4356,6813,5844,3700,20713,0,-0.7055366725118242,0.16447772483940562
2022-10-26,4129,0,0,5009,7605,13531,3692,29837,3,1.5876309427913524,-0.08949791218221488
2022-10-27,3901,0,0,5163,6958,11194,4410,27725,3,1.2220716842350297,0.31078795915946394
2022-10-28,3043,0,0,4045,5174,7227,2814,19260,0,-1.1644684424099314,0.3419029072446668
2022-10-29,3165,0,0,3191,8004,7424,3474,22093,0,-0.5008706348513057,-0.7748228031918571
2022-10-30,3711,0,0,4787,5777,10741,4586,25891,3,0.7489005450663921,0.48912620441490884
2022-10-31,3250,0,0,5131,5857,8290,3484,22762,0,-0.16777359425527688,0.6532992761532248
2022-11-01,3785,0,0,5419,8133,9054,3917,26523,3,0.9389715379553373,0.17242106495652443
2022-11-02,2911,0,0,3110,5944,7338,3545,19937,0,-1.0711210167736895,-0.24943434175651835
2022-11-03,3478,0,0,4190,7353,9379,3999,24921,0,0.34452226891425813,-0.19165691740435775
2022-11-04,3197,0,0,3743,6230,7553,4031,21557,0,-0.477311526901205,-0.009219612987510527
2022-11-05,4090,0,0,5958,7911,9440,4116,27425,3,1.3354628651202862,0.47963983541184346
2022-11-06,3853,0,0,5150,7784,9553,3788,26275,3,0.8589445543941273,0.11319572796430288
2022-11-07,4057,0,0,6225,9158,8808,4193,28384,3,1.5797831132886182,0.29795793801326054
2022-11-08,2073,0,1,1828,2456,2996,1722,9002,2,-4.007391392559671,0.17019409525702692
2022-11-09,4161,0,0,5333,10243,12483,4422,32481,3,2.3281186199004495,-0.5557269439188665
2022-11-10,3191,0,0,4295,6753,8271,3284,22603,0,-0.3324206674332576,0.01525974728966383
2022-11-11,3326,1,0,4971,6583,11187,5285,28026,3,1.1233191523914785,0.3762220499329115
2022-11-12,3346,0,0,3508,7663,6942,4035,22148,0,-0.2842341788257873,-0.47314648003530113
2022-11-13,3191,0,0,3881,6784,8554,3590,22809,0,-0.294121219772306,-0.1737401911436576
2022-11-14,3391,0,0,3717,7579,10216,3886,25398,0,0.31960040395592465,-0.5169141342954182
2022-11-15,4015,0,0,4971,9347,10536,4145,28999,3,1.5129194107205877,-0.40960393146973817
2022-11-16,3508,0,0,4378,5734,10175,3935,24222,0,0.19240270468331985,0.29151523155245407
2022-11-17,3379,0,0,3903,7466,7963,3128,22460,0,-0.32358351164102456,-0.3499094847454752
2022-11-18,3752,0,0,4689,7874,10698,4380,27641,3,1.1039914051159276,-0.1350641705109353
2022-11-19,4008,0,0,4247,6778,9341,4058,24424,3,0.4975994100308796,0.005139800683842739
2022-11-20,4064,0,0,5237,8107,8575,4305,26224,3,1.0558341397905409,0.150680031822875
2022-11-21,3180,0,0,3544,6284,8893,4084,22805,0,-0.2745635674260251,-0.17349777722694423
2022-11-22,3821,0,0,4317,7024,9093,4684,25118,3,0.6590578981576176,0.022477621251555547
2022-11-23,3125,0,0,4763,6584,9529,3414,24290,0,0.015654873807414125,0.22393163525529333
2022-11-24,4651,1,0,5342,10780,18031,6517,40670,1,4.401121626208746,-0.800051230727655
2022-11-25,4037,0,0,3630,9150,9320,4758,26858,3,1.0679192461148845,-0.8681605331077867
2022-11-26,3987,0,0,4552,8919,8953,3352,25776,3,0.7195016125861277,-0.46712700480544656
2022-11-27,4098,0,0,4608,8943,8512,4074,26137,3,0.9655840348312736,-0.37520135017344086
2022-11-28,3260,0,0,5314,6478,8292,3858,23942,0,0.1555607305489448,0.5948324069997599
2022-11-29,3267,0,0,3770,5017,7560,3251,19598,0,-0.9658401292879683,0.2779314989084248
2022-11-30,4116,0,0,4964,7291,11801,4411,28467,3,1.4409015636099107,0.10544248708453552
2022-12-01,3196,0,0,3803,6949,8925,3195,22872,0,-0.3516809878067273,-0.2987560293532044
2022-12-02,3953,0,0,4446,7973,9768,4237,26424,3,0.9262680778235455,-0.23596677992996268
2022-12-03,4150,0,0,5220,8898,9517,3611,27246,3,1.1855887695796403,-0.1620467274344472
2022-12-04,3539,0,0,4511,5217,9491,3417,22636,0,-0.1667390906645683,0.48831115940583647
2022-12-05,2988,0,0,3318,6024,9603,3230,22175,0,-0.6575911313482082,-0.30219822063331936
2022-12-06,3468,0,0,3846,7193,7372,4605,23016,0,0.051505066132986575,-0.16975883747493828
2022-12-07,3698,0,0,6124,8376,8601,3794,26895,3,1.0407867320443736,0.439136101686158
2022-12-08,3415,0,0,4402,7876,9425,3169,24872,0,0.2096359711232002,-0.2978046697906046
2022-12-09,4080,0,0,5095,9285,10183,4399,28962,3,1.5926278739957227,-0.3009684984667968
2022-12-10,4056,0,0,4886,9777,10816,5368,30847,3,2.0748678665349893,-0.49165352244583055
2022-12-11,4624,1,0,7873,13500,12987,6445,40805,1,4.8047087765961,-0.15313025607287203
2022-12-12,3863,0,0,4892,7228,8759,4854,25733,3,0.8961696911345552,0.25764185135324713
2022-12-13,4100,0,0,5326,7919,9272,5028,27545,3,1.4375477941981374,0.26092031592693316
2022-12-14,3309,0,0,5082,6354,8803,4239,24478,0,0.30616107893375016,0.5263073031791659
2022-12-15,3998,0,0,4951,8410,11933,4310,29604,3,1.6089205462092384,-0.21872676558089
2022-12-16,4042,0,0,5929,10273,11644,4695,32541,3,2.4055401026043515,-0.2359943087020191
2022-12-17,3735,0,0,5769,8591,11372,4563,30295,3,1.7627759670770387,0.14455064383858202
2022-12-18,3818,0,0,4058,7761,8622,5142,25583,3,0.8106213497122452,-0.24136704231202774
2022-12-19,3401,0,0,4502,7427,9881,3912,25722,0,0.47979071911457866,-0.10014317117255635
2022-12-20,2021,0,1,2543,1958,3461,1681,9643,2,-3.8500296486432526,0.6057720155806214
2022-12-21,1310,0,1,1414,2103,2535,1378,7430,2,-4.76317455173746,0.06107518820480357
2022-12-22,1344,0,1,1243,1512,2880,978,6613,2,-5.002825065170736,0.09970819281681384
2022-12-23,1018,0,1,750,1712,1597,716,4775,2,-5.5831237173187205,-0.14363729343344722
2022-12-24,1651,0,1,1938,1852,3556,1661,9007,2,-4.217190118402243,0.3462783330624329
2022-12-25,1775,0,1,1523,3063,3686,1684,9956,2,-3.9976278479699046,-0.17319423543577775
2022-12-26,2074,0,1,2259,3351,3975,1761,11346,2,-3.4955580287116153,0.08166557323057996
2022-12-27,1975,0,1,2185,3367,2585,1181,9318,2,-4.013086257632172,0.06595466206662798
2022-12-28,1973,0,1,1229,2669,3377,1930,9205,2,-4.049414644698978,-0.16560974275747495
2022-12-29,1279,0,1,903,1776,2005,1301,5985,2,-5.124911979568844,-0.06473512921018348
2022-12-30,1254,0,1,841,1958,2495,978,6272,2,-5.141238071629454,-0.18807934395280484
2022-12-31,1582,0,1,1204,2038,3190,1660,8092,2,-4.499251838318038,-0.023125976896999245
2023-01-01,1999,0,1,1782,2702,3671,1737,9892,2,-3.8764625518800484,0.05098309848017158
2023-01-02,1195,0,1,1428,2026,2279,1217,6950,2,-4.930570469878837,0.0869625884985315
2023-01-03,1621,0,1,1754,2650,4177,1265,9846,2,-4.143958910252278,-0.010785352679672577
2023-01-04,1511,0,1,995,2189,3745,1099,8028,2,-4.659560408978034,-0.2255766898633565
2023-01-05,1217,0,1,1119,1441,2588,1247,6395,2,-5.072806527935932,0.09253848728674303
2023-01-06,1499,0,1,1315,1784,2377,1250,6726,2,-4.847211374021202,0.10398407195489216
2023-01-07,1811,0,1,1406,2414,2619,1618,8057,2,-4.369750275477546,-0.005208335691198815
2023-01-08,1551,0,1,1581,1988,2646,1702,7917,2,-4.492579910716864,0.19005393621496708
2023-01-09,1328,0,1,1066,1473,2167,1058,5764,2,-5.17280347870134,0.06799612288415748
2023-01-10,1525,0,1,2015,2738,3213,1058,9024,2,-4.335801474716097,0.11311618274935387
2023-01-11,3187,0,0,4503,6452,7656,3942,22553,0,-0.2157753070237845,0.2661334328391217
2023-01-12,3392,0,0,3634,6034,10596,3804,24068,0,0.006133815909071768,-0.15980744031678154
2023-01-13,3529,0,0,3784,8414,11600,3965,27763,3,0.8577930213958754,-0.7688732079205302
2023-01-14,3067,0,0,3154,6653,8182,2993,20982,0,-0.8760117937218439,-0.4964395264819533
2023-01-15,3049,0,0,3487,5014,6865,3618,18984,0,-1.150037343373655,0.20382868312274366
2023-01-16,3495,0,0,3852,5444,11175,3221,23692,0,-0.10481904146944111,0.03351645187080485
2023-01-17,4047,0,0,5564,6261,10921,5244,27990,3,1.5054681024245973,0.7559232487247689
2023-01-18,4071,0,0,4280,8975,11286,3363,27904,3,1.1110453375448912,-0.7125870580424966
2023-01-19,3884,0,0,4713,8528,10983,3982,28206,3,1.2234245225553193,-0.33996733770370946
2023-01-20,3220,0,0,4057,7966,9790,3141,24954,0,0.08976424724890981,-0.5018491880290982
2023-01-21,4202,0,0,5083,7856,9068,4272,26279,3,1.0963657775993845,0.12557598663125424
2023-01-22,4152,0,0,5800,8333,9112,4501,27746,3,1.4810244371988075,0.33653689002156995
2023-01-23,4140,0,0,5308,6966,10521,4343,27138,3,1.2335031525721394,0.4055203869522998
2023-01-24,3794,0,0,3485,6724,10495,4321,25025,0,0.45500531989314874,-0.36679073599948925
2023-01-25,4052,0,0,3944,9206,10697,4624,28471,3,1.383444264389515,-0.8132247035159588
2023-01-26,1041,0,1,1050,1207,1488,955,4700,2,-5.5246370085158185,0.15210389265413077
2023-01-27,3902,0,0,4585,6786,10059,4686,26116,3,0.9020019870899901,0.1657975002822853
2023-01-28,3439,0,0,4637,8356,9286,3451,25730,0,0.46777543400854854,-0.2940046320441778
2023-01-29,3686,0,0,5027,7683,8761,4574,26045,3,0.855029093928054,0.17328041967476912
2023-01-30,4007,0,0,4889,6851,10149,4128,26017,3,0.8781033475969426,0.24550704034623413
2023-01-31,4132,0,0,4110,8274,9510,3864,25758,3,0.7936516182491067,-0.4816793904251149
2023-02-01,4126,0,0,5191,8296,10005,4174,27666,3,1.3222136774703557,0.003965355153937219
2023-02-02,3416,0,0,5634,6923,8190,3267,24014,0,0.19471824052786416,0.5864534706022646
2023-02-03,3227,0,0,3721,7452,7481,2900,21554,0,-0.6184179185593698,-0.4252968055078912
2023-02-04,3392,0,0,3526,6724,10316,3226,23792,0,-0.13237103279820914,-0.4232704327107471
2023-02-05,4093,0,0,4784,7579,11442,4664,28469,3,1.460436248355843,-0.020671589035278472
2023-02-06,3562,0,0,4562,7507,10372,4272,26713,3,0.8033616111156979,-0.08931106422521268
2023-02-07,4184,0,0,5746,7643,10007,3835,27231,3,1.2611463897325959,0.41115013117742855
2023-02-08,3646,0,0,4247,7395,8282,4969,24893,3,0.5895291981483347,-0.0553310748115189
2023-02-09,3216,0,0,3668,6184,7346,3210,20408,0,-0.8251868985852916,-0.07838560723944751
2023-02-10,3073,0,0,3528,6023,8678,3976,22205,0,-0.46063217861906913,-0.10953537025963
2023-02-11,3167,0,0,4353,5565,7802,3895,21615,0,-0.4493565009482896,0.42747186930005276
2023-02-12,3189,0,0,3679,6965,8606,3247,22497,0,-0.4285356347845519,-0.3413040055503093
2023-02-13,4044,0,0,5038,9623,10509,4366,29536,3,1.6776820260795458,-0.43657572507800835
2023-02-14,3444,0,0,4831,5325,10875,3247,24278,0,0.09967625752750356,0.5271500338354791
2023-02-15,4195,1,0,6323,7712,13651,6283,33969,1,2.967569819735812,0.6574753129126945
2023-02-16,3852,1,0,5809,10533,11380,4090,31812,3,2.0778954197693897,-0.39443262591624845
2023-02-17,3979,0,0,5059,8692,10852,4223,28826,3,1.468035511574206,-0.20197710338870037
2023-02-18,3441,1,0,6963,11197,10607,5881,34648,1,2.867585846117916,0.10606563714348732
2023-02-19,3074,0,0,4578,7304,8230,2531,22643,0,-0.4533734640710085,-0.05759946028620159
2023-02-20,4071,1,0,6332,9347,15650,5742,37071,1,3.43160137068392,0.08597449870594946
2023-02-21,4997,1,0,7578,10020,16805,4666,39069,1,4.212898856960872,0.35927967648538583
2023-02-22,4362,1,0,5556,9323,11249,4404,30532,3,2.064676478398924,-0.1452966497437793
2023-02-23,4063,1,0,5302,12613,12619,4246,34780,1,2.740308572459592,-1.2319209648383305
2023-02-24,4577,1,0,6131,9763,13063,5713,34670,1,3.216114777063813,0.00869798753513263
2023-02-25,4970,1,0,7993,10140,14567,8451,41151,1,5.27148541138015,0.8841262383816517
2023-02-26,4514,1,0,6836,8879,10399,7072,33186,1,3.2090460881842953,0.7873359615935746
2023-02-27,4207,1,0,4418,11533,11411,6437,33799,1,2.8556021050552327,-1.1309308965898477
2023-02-28,3322,0,0,3615,5219,10224,4059,23117,0,-0.18304023649380322,0.08610123578933027
2023-03-01,3710,1,0,4783,10485,9520,3347,28135,3,1.0954387510969235,-0.8173199733946713
2023-03-02,4353,1,0,5260,9660,12266,4817,32003,3,2.369311375379083,-0.3901357666962975
2023-03-03,4340,1,0,5070,13862,11329,6141,36402,1,3.4923902655865473,-1.4787317766470378
2023-03-04,4677,1,0,7582,10723,14639,6842,39786,1,4.586228445523571,0.4179338463233708
2023-03-05,4934,1,0,8062,11966,16207,4928,41163,1,4.728811242778856,0.09812904134237684
2023-03-06,3638,0,0,5362,6374,11303,3643,26682,3,0.7891236456207871,0.4964512631434849
2023-03-07,3137,0,0,4385,4633,7409,3985,20412,0,-0.6908458967737179,0.7184651179604674
2023-03-08,1447,0,1,1489,1896,2783,1081,7249,2,-4.780303318540878,0.1214329964514068
2023-03-09,3718,0,0,3883,7758,9744,4273,25658,3,0.6090644341337272,-0.4349969379494557
2023-03-10,2970,0,0,3611,5615,7412,3379,20017,0,-1.0059234507141006,0.054148519410061866
2023-03-11,2894,0,0,3520,5090,8352,3265,20227,0,-1.0508616592343867,0.10180907050154238
2023-03-12,3491,0,0,3835,6900,8154,4494,23383,0,0.09846575613571802,-0.13915190434651997
2023-03-13,3739,0,0,5647,7010,9961,4088,26706,3,0.9715106369475782,0.5494733827749927
2023-03-14,3658,0,0,4637,6243,10334,4479,25693,3,0.6672134901618665,0.30505318661045017
2023-03-15,3681,0,0,4714,7374,9764,3997,25849,3,0.6707237519263538,0.027150773681591665
2023-03-16,3790,0,0,5450,8532,12188,4178,30348,3,1.6908229169362636,-0.048855779533369614
2023-03-17,3234,0,0,4018,6099,8931,2965,22013,0,-0.528612353796694,0.013775129630673701
2023-03-18,3077,0,0,3900,6371,7122,3387,20780,0,-0.7573089766555491,-0.0028368484239994825
2023-03-19,4126,0,0,5667,8209,10403,4271,28550,3,1.554232390772061,0.23290667668644352
2023-03-20,3253,0,0,4796,6504,7986,3873,23159,0,-0.04976460779518415,0.3666785280272084
2023-03-21,3561,0,0,4518,8007,10094,4673,27292,3,0.985792056156545,-0.20383930386190863
2023-03-22,3663,0,0,4946,7914,10839,4580,28279,3,1.2450077471697263,-0.0228018057687805
2023-03-23,3139,0,0,3406,5911,8799,3499,21615,0,-0.6360120700604396,-0.17266268338796276
2023-03-24,3227,0,0,4254,5708,8486,4188,22636,0,-0.19601653729943916,0.3333129811168803
2023-03-25,3952,0,0,5062,9659,10717,4205,29643,3,1.6314700164938216,-0.4578963219567545
2023-03-26,3464,0,0,3938,7133,9138,3299,23508,0,-0.07331609240612744,-0.28497878310636854
2023-03-27,3893,0,0,4627,9442,8689,4150,26908,3,1.0414009092492342,-0.508133233951092
2023-03-28,3025,0,0,4233,5861,7506,3395,20995,0,-0.7163229247260242,0.2689448659863168
2023-03-29,3331,0,0,3884,6293,8884,2964,22025,0,-0.4923137754826157,-0.09607204719451976
2023-03-30,3417,0,0,4107,8178,10799,3130,26214,0,0.41859861026178324,-0.5806999467041719
2023-03-31,3322,0,0,5054,7195,8159,3522,23930,0,0.11604107638174734,0.26588289517717406
2023-04-01,3122,0,0,3925,6595,9425,2764,22709,0,-0.48438772115627715,-0.20190495547990672
2023-04-02,3427,0,0,4805,8399,7349,4333,24886,0,0.48194047699746934,-0.07754729762440198
2023-04-03,3451,1,0,4981,7603,10950,4685,28219,3,1.1485468061310244,0.07586258418601197
2023-04-04,1017,0,1,948,1051,2018,780,4797,2,-5.565641266570459,0.11053532912463693
2023-04-05,4105,0,0,6462,7166,11374,3467,28469,3,1.4589932315390548,0.7762447334237917
2023-04-06,3415,0,0,4460,5099,8345,3471,21375,0,-0.4519085148894889,0.5518963300852978
2023-04-07,3845,1,0,5900,11564,11827,4020,33311,1,2.377554196647073,-0.6578867735715126
2023-04-08,3089,0,0,3586,7703,8236,3343,22868,0,-0.3791360097246445,-0.5613814217157683
2023-04-09,3893,1,0,5677,7913,15593,4614,33797,1,2.4410398350842106,0.09624443522769142
2023-04-10,3560,0,0,4774,5468,10237,3697,24176,0,0.20847644271182844,0.5255528193727788
2023-04-11,3130,0,0,3763,6392,7988,4146,22289,0,-0.3491840756837998,-0.05731532775080871
2023-04-12,3827,0,0,3721,7139,11233,4079,26172,3,0.6786299572149276,-0.4221647021821051
2023-04-13,4003,0,0,5855,9085,12684,3661,31285,3,1.9385766866625977,-0.0693482995941015
2023-04-14,4211,0,0,4762,8650,13581,4520,31513,3,2.070487890870332,-0.4281573129998656
2023-04-15,3656,0,0,4073,8515,8025,4006,24619,0,0.39660302657151736,-0.4931266518932922
2023-04-16,3428,0,0,3672,8356,10259,4067,26354,3,0.5590562445219491,-0.7365376421546833
2023-04-17,3861,1,0,4925,8704,13109,4790,31528,3,1.9797098588879365,-0.3337082088468733
2023-04-18,3438,0,0,4067,6274,10477,3120,23938,0,-0.050082206246175834,-0.06875789719982957
2023-04-19,3028,0,0,3358,5845,6319,3072,18594,0,-1.3113473152961979,-0.09315410803490211
2023-04-20,3774,0,0,4239,7301,9722,4232,25494,3,0.6278819048322687,-0.14974631498375604
2023-04-21,3568,0,0,5700,6831,9993,3411,25935,3,0.6401356667454611,0.5703496171146866
2023-04-22,2914,0,0,3611,5255,6117,3254,18237,0,-1.3850091058036058,0.20212420172777673
2023-04-23,3229,0,0,4057,7833,6709,3242,21841,0,-0.4536799334706404,-0.31538423807937277
2023-04-24,4155,0,0,5551,7273,12214,4853,29891,3,1.862560969595012,0.3904165043297781
2023-04-25,3561,0,0,4958,7649,7371,4439,24417,0,0.4718394386134181,0.20403080036767715
2023-04-26,3983,0,0,4356,6592,9104,5115,25167,3,0.8062565710809961,0.1896607944915649
2023-04-27,4047,0,0,5527,8649,9321,3387,26884,3,1.0652061631964365,0.03707161776338599
2023-04-28,4027,0,0,5345,8561,13078,3929,30913,3,1.8474279619581082,-0.15925497718618195
2023-04-29,3982,1,0,7866,9244,11171,3997,32278,1,2.420260972161942,0.8982952149010525
2023-04-30,3764,0,0,3998,9365,9270,4347,26980,3,0.9473955018992248,-0.7896675611269357
2023-05-01,3618,0,0,4761,9403,8383,3537,26084,3,0.678055670502621,-0.4698423050397961
2023-05-02,3246,0,0,3251,5243,8664,4301,21459,0,-0.5201137808207231,0.001691681654756815
2023-05-03,3824,0,0,4804,8596,12381,3641,29422,3,1.370503968975011,-0.4067382895896864
2023-05-04,3107,0,0,3659,6823,6128,3056,19666,0,-1.015350368572193,-0.21154395449731325
2023-05-05,4021,0,0,5830,8361,8821,4325,27337,3,1.3219108087090046,0.3415918946726496
2023-05-06,3379,0,0,4874,4987,8855,3834,22550,0,-0.14761005561889678,0.772081686636905
2023-05-07,4153,0,0,3946,7376,9890,4890,26102,3,0.9892364496188859,-0.2589386360158533
2023-05-08,3795,0,0,5727,7048,9757,4092,26624,3,0.9944315024410157,0.5864103739743793
2023-05-09,4224,0,0,5731,8146,9461,3892,27230,3,1.3035490752609906,0.29817241884330214
2023-05-10,3323,0,0,4003,7706,7722,3170,22601,0,-0.29661982899083333,-0.3561181439849115
2023-05-11,3676,0,0,4831,7340,10004,3424,25599,3,0.5399054599949213,0.03843934717910435
2023-05-12,3469,0,0,4002,8845,9342,3874,26063,3,0.5499343765972612,-0.688568763594602
2023-05-13,2897,0,0,3286,5682,8792,2780,20540,0,-1.0851104371896996,-0.2195114147412763
2023-05-14,3589,0,0,4203,6563,8841,4010,23617,0,0.13869547692577386,0.0558931918893996
2023-05-15,2975,0,0,4716,5631,6467,2946,19760,0,-0.9849678414425267,0.5675859458736301
2023-05-16,3454,0,0,4511,6419,7294,3931,22155,0,-0.16634962881721632,0.29942120601870487
2023-05-17,3717,0,0,5630,7153,8437,4251,25471,3,0.7691954914524397,0.5848582169623616
2023-05-18,3992,0,0,3701,7574,9308,4519,25102,3,0.6481837355559493,-0.42596420776320204
2023-05-19,4122,0,0,5199,8489,12414,4847,30949,3,2.032517780235368,-0.10968529005004346
2023-05-20,1279,0,1,1342,1998,2692,1083,7115,2,-4.896478345659783,0.0282150776122939
2023-05-21,2035,0,1,1823,2533,4206,2100,10662,2,-3.660226518422948,0.1165619792899463
2023-05-22,1620,0,1,1317,3270,2683,1316,8586,2,-4.396858086001602,-0.3049817456322641
2023-05-23,1998,0,1,1482,3220,3595,1443,9740,2,-3.9745609088291936,-0.24313789864162116
2023-05-24,1920,0,1,2399,3431,2887,1872,10589,2,-3.6639338223839992,0.17952017900292838
2023-05-25,1691,0,1,1440,2316,2871,1334,7961,2,-4.4893381973169415,0.0031886545634541835
2023-05-26,2074,0,1,2458,3287,3746,1639,11130,2,-3.5323771077554977,0.19188315262111935
2023-05-27,1361,0,1,1224,1624,3286,1165,7299,2,-4.838579599002358,0.0552023909027957
2023-05-28,1978,0,1,1555,2652,4300,1795,10302,2,-3.832429907659937,-0.06457107281222554
2023-05-29,1142,0,1,959,2033,1970,764,5726,2,-5.310196057029982,-0.14705871577786062
2023-05-30,1355,0,1,984,2261,2588,1035,6868,2,-4.950094473530017,-0.20348389030053068
2023-05-31,1512,0,1,1218,2293,3552,1696,8759,2,-4.395297992271274,-0.10131859165358455
2023-06-01,1268,0,1,857,2292,2625,755,6529,2,-5.11340396721802,-0.2926018544152643
2023-06-02,1761,0,1,1347,2710,3337,1457,8851,2,-4.274826385237955,-0.15776715071810407
2023-06-03,1025,0,1,798,1199,2162,1119,5278,2,-5.431866297894102,0.019176020875929765
2023-06-04,1963,0,1,1771,3254,3500,1822,10347,2,-3.7801579696768677,-0.09023699979981713
2023-06-05,1083,0,1,1121,1109,1627,864,4721,2,-5.511253990388928,0.19893299950940496
2023-06-06,1988,0,1,1897,2601,2962,1340,8800,2,-4.134250381606312,0.13581463893546894
2023-06-07,1216,0,1,1032,1262,2664,948,5906,2,-5.22856535756624,0.07688169329000348
2023-06-08,1268,0,1,1360,1537,2277,966,6140,2,-5.109619852794338,0.17217819529012346
2023-06-09,1638,0,1,1909,2099,3103,1154,8265,2,-4.43812840333561,0.2515782888667467
2023-06-10,1224,0,1,1547,1912,2868,760,7087,2,-4.958784460942883,0.11329643993811633
2023-06-11,1310,0,1,1579,2618,2495,972,7664,2,-4.752446641482501,-0.029623279785876342
2023-06-12,1495,0,1,1092,2099,2865,1054,7110,2,-4.830636841900098,-0.11947481749325471
2023-06-13,1744,0,1,1584,1907,2986,1608,8085,2,-4.391597353724019,0.19433537844072196
2023-06-14,1152,0,1,896,2218,1744,721,5579,2,-5.341154581398294,-0.21821045883856344
2023-06-15,1370,0,1,980,2574,2862,1129,7545,2,-4.79571856811634,-0.29596950658001175
2023-06-16,1582,0,1,1572,2713,2688,1339,8312,2,-4.446154612157159,-0.03713895539190038
2023-06-17,1941,0,1,1360,3837,4309,2075,11581,2,-3.5575744568455603,-0.455874883816749
2023-06-18,1303,0,1,1310,2262,2461,1110,7143,2,-4.871203644125944,-0.04482107522551375
2023-06-19,2066,0,1,2208,2891,3323,1395,9817,2,-3.8577500552989075,0.18755787170371035
2023-06-20,932,0,1,1119,1122,2126,876,5243,2,-5.484652061471822,0.16951485018749116
2023-06-21,3390,0,0,4089,7009,9611,3641,24350,0,0.11681966728377322,-0.18190973181986086
2023-06-22,3216,0,0,4294,6569,8626,3480,22969,0,-0.22796184541070846,0.0622515248176028
2023-06-23,3503,0,0,5565,8073,8679,5043,27360,3,1.1665401374649351,0.3464695953842223
2023-06-24,3555,1,0,4778,10080,10054,3732,28644,3,1.1670084627531028,-0.7105572314043713
2023-06-25,3709,0,0,5136,8055,10405,3676,27272,3,0.9601902220406688,-0.01650900484474045
2023-06-26,2981,0,0,5079,6323,7737,2975,22114,0,-0.48580516267439905,0.48886783264169065
2023-06-27,4210,0,0,5055,10486,11759,3679,30979,3,1.927840016783061,-0.7657293617330857
2023-06-28,3851,0,0,5001,5803,9079,4358,24241,3,0.5053101818797779,0.6434649010251245
2023-06-29,3513,0,0,5341,6187,9668,3607,24803,0,0.3785088051295888,0.6088310431988013
2023-06-30,3295,0,0,3716,6215,7910,3057,20898,0,-0.7194955577683985,-0.10042423502076549
2023-07-01,3455,0,0,4226,7717,7811,3115,22869,0,-0.16873165579274,-0.26306920146805446
2023-07-02,3581,0,0,4513,6219,11108,3456,25296,0,0.3708954903658776,0.1461893051152924
2023-07-03,4240,0,0,6292,7948,11381,6221,31842,1,2.598757603906693,0.6814181142077014
2023-07-04,4067,0,0,6148,7352,12736,5081,31317,3,2.1942542433071783,0.6314579506835263
2023-07-05,3536,0,0,4239,6247,9436,4423,24345,0,0.30942301814665707,0.15815184898379223
2023-07-06,3026,0,0,3197,5438,8527,3411,20573,0,-0.9319713787790567,-0.13538320585364397
2023-07-07,3091,0,0,4106,7945,8038,3596,23685,0,-0.11565860812355631,-0.36281138521269146
2023-07-08,3722,0,0,3661,7980,8334,4270,24245,0,0.3356191912720706,-0.5309533039736536
2023-07-09,4234,0,0,4620,9385,9921,5846,29772,3,1.9983670751905054,-0.42873259089300375
2023-07-10,3017,0,0,3493,6547,6673,3777,20490,0,-0.8161235050013103,-0.1890483716203281
2023-07-11,4953,1,0,6737,10370,11377,5729,34213,1,3.405052423317781,0.20678278722672302
2023-07-12,4060,0,0,6561,8915,9333,4629,29438,3,1.8786405307014187,0.5231192138864609
2023-07-13,3399,1,0,3380,6339,12542,3606,25867,0,0.2779564668688681,-0.462430321835116
2023-07-14,2968,0,0,3520,5874,6544,3233,19171,0,-1.186746957404764,-0.027370087980790506
